CUST_ID,risk_score_trackB
SYN_31939,0.15964773
SYN_31944,0.33188134
SYN_31955,0.66988134
SYN_31961,0.08598291
SYN_31963,0.23944114
SYN_31964,0.30354995
SYN_31974,0.37144262
SYN_31993,0.21744123
SYN_32012,0.1642728
SYN_32017,0.7893833
SYN_32027,0.3626232
SYN_32034,0.27487937
SYN_32037,0.48960534
SYN_32052,0.80753505
SYN_32060,0.410576
SYN_32078,0.26133057
SYN_32083,0.31692913
SYN_32122,0.121418305
SYN_32126,0.14269927
SYN_32128,0.3774142
SYN_32156,0.3530621
SYN_32167,0.079320334
SYN_32168,0.28104883
SYN_32170,0.5230634
SYN_32181,0.4854059
SYN_32185,0.44177783
SYN_32193,0.46089935
SYN_32200,0.37057734
SYN_32204,0.37042266
SYN_32212,0.49752542
SYN_32213,0.44388247
SYN_32220,0.3488408
SYN_32221,0.29878092
SYN_32224,0.4750993
SYN_32230,0.4920853
SYN_32247,0.22307464
SYN_32259,0.5251695
SYN_32267,0.29441452
SYN_32291,0.4465251
SYN_32294,0.34510362
SYN_32298,0.39264572
SYN_32302,0.5114147
SYN_32306,0.2679688
SYN_32311,0.16344091
SYN_32313,0.5314306
SYN_32318,0.54431087
SYN_32341,0.45641896
SYN_32342,0.49320382
SYN_32346,0.35754782
SYN_32351,0.21405552
SYN_32357,0.27657646
SYN_32358,0.60454047
SYN_32375,0.34776303
SYN_32378,0.23424315
SYN_32405,0.23533148
SYN_32415,0.30379727
SYN_32420,0.24364524
SYN_32421,0.2945119
SYN_32422,0.05180343
SYN_32425,0.43773732
SYN_32430,0.29332095
SYN_32433,0.18382248
SYN_32440,0.19333306
SYN_32442,0.36924818
SYN_32445,0.08310392
SYN_32449,0.21994871
SYN_32451,0.35487956
SYN_32476,0.4481457
SYN_32479,0.41455925
SYN_32485,0.6109786
SYN_32487,0.3136107
SYN_32488,0.20103967
SYN_32489,0.30869603
SYN_32497,0.42193204
SYN_32508,0.68386656
SYN_32521,0.6331712
SYN_32522,0.083724014
SYN_32530,0.64357734
SYN_32536,0.3397687
SYN_32538,0.23554622
SYN_32540,0.20732036
SYN_32556,0.3224322
SYN_32566,0.3476817
SYN_32568,0.32811698
SYN_32571,0.8178472
SYN_32600,0.5517817
SYN_32601,0.27358514
SYN_32611,0.33632562
SYN_32612,0.15913896
SYN_32620,0.07870036
SYN_32625,0.10039077
SYN_32636,0.49267524
SYN_32643,0.63431
SYN_32651,0.28327203
SYN_32656,0.5617279
SYN_32678,0.2643694
SYN_32680,0.21256483
SYN_32692,0.42843947
SYN_32693,0.42155096
SYN_32694,0.54657257
SYN_32700,0.3735415
SYN_32701,0.3791327
SYN_32702,0.46281338
SYN_32711,0.3710684
SYN_32718,0.19985394
SYN_32723,0.09637901
SYN_32725,0.29784212
SYN_32741,0.59424406
SYN_32745,0.19209054
SYN_32758,0.5496632
SYN_32759,0.38661292
SYN_32766,0.5948981
SYN_32775,0.7198362
SYN_32781,0.22349758
SYN_32790,0.10674575
SYN_32795,0.41509172
SYN_32816,0.24473318
SYN_32817,0.25142428
SYN_32820,0.31056237
SYN_32826,0.14472571
SYN_32827,0.73622906
SYN_32844,0.37385213
SYN_32856,0.7053214
SYN_32865,0.40447852
SYN_32879,0.6038603
SYN_32882,0.28678018
SYN_32900,0.82588875
SYN_32908,0.17539944
SYN_32911,0.25973424
SYN_32917,0.5029043
SYN_32918,0.4326189
SYN_32921,0.4386529
SYN_32924,0.25739467
SYN_32930,0.581066
SYN_32935,0.44772595
SYN_32942,0.28405437
SYN_32945,0.29403612
SYN_32957,0.10821051
SYN_32964,0.32736126
SYN_32968,0.29859254
SYN_32976,0.3906741
SYN_32977,0.34650365
SYN_32985,0.21106878
SYN_32993,0.36786154
SYN_33004,0.06366937
SYN_33015,0.23106134
SYN_33026,0.50096965
SYN_33029,0.11801585
SYN_33031,0.2927614
SYN_33034,0.4424685
SYN_33035,0.28922582
SYN_33045,0.26040006
SYN_33050,0.352985
SYN_33065,0.7614567
SYN_33071,0.3932373
SYN_33076,0.05464271
SYN_33093,0.75007564
SYN_33100,0.12549013
SYN_33111,0.11574823
SYN_33127,0.048838206
SYN_33129,0.30417728
SYN_33130,0.26230204
SYN_33132,0.7735674
SYN_33135,0.37149337
SYN_33136,0.3410892
SYN_33138,0.12645012
SYN_33149,0.34611836
SYN_33157,0.2536385
SYN_33178,0.40237162
SYN_33185,0.2772041
SYN_33195,0.28750572
SYN_33196,0.4429374
SYN_33199,0.46768245
SYN_33201,0.45999476
SYN_33206,0.11520585
SYN_33208,0.4532892
SYN_33211,0.4925822
SYN_33213,0.38162774
SYN_33228,0.4666701
SYN_33234,0.36787394
SYN_33239,0.14801821
SYN_33240,0.5421706
SYN_33241,0.31082714
SYN_33254,0.31683478
SYN_33265,0.13932213
SYN_33270,0.26264012
SYN_33274,0.32727626
SYN_33280,0.4152398
SYN_33283,0.34031147
SYN_33289,0.49492392
SYN_33298,0.49992275
SYN_33301,0.358578
SYN_33304,0.34324324
SYN_33306,0.39504853
SYN_33317,0.2940515
SYN_33322,0.36733025
SYN_33326,0.5211161
SYN_33331,0.44631466
SYN_33339,0.39223033
SYN_33346,0.51809686
SYN_33359,0.26826036
SYN_33360,0.12227664
SYN_33364,0.50282294
SYN_33372,0.37901974
SYN_33373,0.4801115
SYN_33376,0.5777336
SYN_33392,0.2060674
SYN_33395,0.21508549
SYN_33423,0.4224916
SYN_33434,0.19737944
SYN_33436,0.29905924
SYN_33442,0.59108806
SYN_33455,0.37756452
SYN_33457,0.38223472
SYN_33462,0.48247257
SYN_33469,0.7222953
SYN_33476,0.22321531
SYN_33485,0.4927006
SYN_33486,0.24140315
SYN_33490,0.48609334
SYN_33500,0.23688716
SYN_33501,0.20077434
SYN_33508,0.6460658
SYN_33515,0.21412216
SYN_33518,0.45568755
SYN_33532,0.41822046
SYN_33545,0.3232547
SYN_33556,0.3157084
SYN_33559,0.23676172
SYN_33562,0.25962207
SYN_33569,0.49008143
SYN_33570,0.19092828
SYN_33574,0.35131562
SYN_33578,0.19929777
SYN_33579,0.56740254
SYN_33581,0.2899031
SYN_33583,0.59866655
SYN_33586,0.09456612
SYN_33589,0.47870314
SYN_33594,0.25636536
SYN_33599,0.35293937
SYN_33601,0.30710882
SYN_33602,0.25341502
SYN_33606,0.32282534
SYN_33610,0.823202
SYN_33614,0.13856013
SYN_33618,0.106750436
SYN_33629,0.27072433
SYN_33648,0.36830494
SYN_33650,0.4489737
SYN_33657,0.24014004
SYN_33685,0.61322117
SYN_33686,0.37776572
SYN_33690,0.08162785
SYN_33692,0.5021026
SYN_33694,0.39246118
SYN_33698,0.47920927
SYN_33701,0.23473315
SYN_33710,0.3179667
SYN_33723,0.34716
SYN_33727,0.14775878
SYN_33752,0.107272945
SYN_33757,0.36341834
SYN_33764,0.19617574
SYN_33766,0.40568486
SYN_33767,0.40769577
SYN_33768,0.17753091
SYN_33769,0.17097254
SYN_33777,0.4009018
SYN_33778,0.29637676
SYN_33795,0.5211575
SYN_33801,0.31498462
SYN_33823,0.17263868
SYN_33841,0.6264735
SYN_33844,0.21067724
SYN_33854,0.20095682
SYN_33859,0.1366653
SYN_33868,0.3837054
SYN_33869,0.36615294
SYN_33874,0.19652471
SYN_33885,0.41342825
SYN_33904,0.45162562
SYN_33907,0.41766626
SYN_33926,0.37755415
SYN_33927,0.26115647
SYN_33930,0.37336534
SYN_33939,0.42044088
SYN_33945,0.2825888
SYN_33960,0.30575353
SYN_33962,0.2598069
SYN_33964,0.1348798
SYN_33979,0.21501131
SYN_33981,0.38743874
SYN_33983,0.5118632
SYN_33988,0.36933658
SYN_33992,0.5366704
SYN_34004,0.4178216
SYN_34007,0.30454713
SYN_34010,0.23461944
SYN_34014,0.20834157
SYN_34019,0.2788242
SYN_34020,0.40064573
SYN_34049,0.2208642
SYN_34059,0.4438237
SYN_34069,0.09666135
SYN_34078,0.5424057
SYN_34083,0.31271464
SYN_34086,0.70395774
SYN_34090,0.12841064
SYN_34094,0.7832503
SYN_34107,0.404748
SYN_34112,0.083313935
SYN_34114,0.21974845
SYN_34121,0.51566833
SYN_34122,0.3139842
SYN_34150,0.3917365
SYN_34154,0.18008175
SYN_34160,0.29601616
SYN_34166,0.2581583
SYN_34168,0.23101468
SYN_34184,0.35407725
SYN_34190,0.7440799
SYN_34214,0.29243383
SYN_34215,0.10091333
SYN_34224,0.35147747
SYN_34231,0.27190718
SYN_34241,0.3205278
SYN_34244,0.3867284
SYN_34254,0.3043922
SYN_34259,0.4146059
SYN_34260,0.5575757
SYN_34263,0.5718113
SYN_34272,0.28286248
SYN_34274,0.4097491
SYN_34286,0.35724565
SYN_34289,0.35210723
SYN_34297,0.2515963
SYN_34300,0.462174
SYN_34304,0.36594382
SYN_34307,0.11686439
SYN_34314,0.38334778
SYN_34317,0.20748256
SYN_34328,0.32766658
SYN_34335,0.23300578
SYN_34338,0.47607917
SYN_34343,0.3531252
SYN_34380,0.36649165
SYN_34387,0.5067106
SYN_34388,0.3443492
SYN_34391,0.79111946
SYN_34395,0.4174049
SYN_34408,0.16970281
SYN_34411,0.28457627
SYN_34412,0.24312685
SYN_34414,0.5070588
SYN_34417,0.2722089
SYN_34454,0.33929107
SYN_34462,0.3759923
SYN_34467,0.28238043
SYN_34473,0.44393447
SYN_34474,0.27256906
SYN_34478,0.39297453
SYN_34489,0.10174557
SYN_34491,0.44568652
SYN_34498,0.1161407
SYN_34517,0.12764011
SYN_34523,0.099692695
SYN_34525,0.36151952
SYN_34526,0.18084913
SYN_34529,0.12950914
SYN_34532,0.59901756
SYN_34540,0.3581634
SYN_34548,0.3841407
SYN_34550,0.4355296
SYN_34554,0.22680545
SYN_34571,0.44086924
SYN_34572,0.5798586
SYN_34580,0.32563207
SYN_34583,0.42707756
SYN_34591,0.2113331
SYN_34602,0.41285262
SYN_34611,0.603811
SYN_34618,0.37358668
SYN_34621,0.3596406
SYN_34629,0.08615767
SYN_34634,0.66015416
SYN_34641,0.20212586
SYN_34642,0.5551231
SYN_34643,0.30342132
SYN_34644,0.25366092
SYN_34649,0.5263667
SYN_34654,0.30472207
SYN_34658,0.08898498
SYN_34674,0.4058739
SYN_34675,0.20361625
SYN_34681,0.30189955
SYN_34682,0.8263233
SYN_34694,0.4140819
SYN_34695,0.159847
SYN_34717,0.20001236
SYN_34724,0.49117127
SYN_34728,0.18139683
SYN_34730,0.2485586
SYN_34731,0.34245804
SYN_34737,0.3511959
SYN_34742,0.38924077
SYN_34756,0.31633878
SYN_34758,0.15633138
SYN_34761,0.60287863
SYN_34794,0.26127994
SYN_34800,0.43640617
SYN_34804,0.44819483
SYN_34810,0.7079793
SYN_34811,0.44203827
SYN_34842,0.37609103
SYN_34850,0.42724237
SYN_34858,0.3772365
SYN_34860,0.45931453
SYN_34873,0.2742186
SYN_34891,0.3916973
SYN_34906,0.371871
SYN_34917,0.6148238
SYN_34927,0.09020995
SYN_34932,0.32891917
SYN_34945,0.53307927
SYN_34947,0.18245791
SYN_34948,0.57472295
SYN_34950,0.26206017
SYN_34958,0.43589827
SYN_34960,0.1514696
SYN_34961,0.229396
SYN_34962,0.26401305
SYN_34971,0.5223894
SYN_34984,0.44597244
SYN_34990,0.27220005
SYN_35000,0.36291102
SYN_35001,0.61702543
SYN_35009,0.19646968
SYN_35010,0.55678946
SYN_35014,0.54885286
SYN_35018,0.39505297
SYN_35022,0.16749768
SYN_35025,0.7581844
SYN_35033,0.13611022
SYN_35035,0.22498521
SYN_35039,0.5188141
SYN_35042,0.17768002
SYN_35043,0.3479609
SYN_35057,0.5689779
SYN_35059,0.27439034
SYN_35062,0.43212548
SYN_35073,0.21741477
SYN_35081,0.4264046
SYN_35082,0.2484968
SYN_35083,0.42599776
SYN_35087,0.2268025
SYN_35088,0.8017793
SYN_35091,0.29784897
SYN_35095,0.23105545
SYN_35099,0.5169275
SYN_35100,0.34395367
SYN_35116,0.29752827
SYN_35121,0.6936497
SYN_35130,0.27251586
SYN_35133,0.36918765
SYN_35151,0.1922055
SYN_35152,0.24758519
SYN_35154,0.3354116
SYN_35155,0.41183874
SYN_35159,0.1942573
SYN_35163,0.16574973
SYN_35178,0.085134655
SYN_35184,0.39817324
SYN_35185,0.26752836
SYN_35192,0.44345427
SYN_35195,0.69146377
SYN_35202,0.12808444
SYN_35208,0.09084617
SYN_35209,0.17350788
SYN_35212,0.15684018
SYN_35220,0.26536536
SYN_35226,0.13635835
SYN_35227,0.43757027
SYN_35230,0.38568893
SYN_35239,0.2572125
SYN_35241,0.2370566
SYN_35242,0.41811422
SYN_35243,0.17727536
SYN_35244,0.26983184
SYN_35245,0.42743254
SYN_35264,0.50740105
SYN_35266,0.38317153
SYN_35267,0.30821696
SYN_35273,0.33810356
SYN_35274,0.30013582
SYN_35276,0.22511822
SYN_35277,0.2905335
SYN_35295,0.7237935
SYN_35298,0.37695703
SYN_35313,0.48277307
SYN_35330,0.6327032
SYN_35331,0.14676455
SYN_35337,0.5436137
SYN_35338,0.4031234
SYN_35343,0.3526951
SYN_35362,0.3156712
SYN_35367,0.34506598
SYN_35368,0.72915995
SYN_35374,0.46362996
SYN_35375,0.38824308
SYN_35379,0.21696754
SYN_35391,0.5505797
SYN_35403,0.4609036
SYN_35405,0.53232694
SYN_35411,0.20330267
SYN_35415,0.35785365
SYN_35420,0.44273612
SYN_35421,0.7432695
SYN_35422,0.32814023
SYN_35425,0.16172665
SYN_35426,0.43631187
SYN_35427,0.31727642
SYN_35448,0.3382333
SYN_35452,0.21036877
SYN_35459,0.20480537
SYN_35467,0.2480961
SYN_35477,0.45007497
SYN_35480,0.47886372
SYN_35483,0.14370865
SYN_35488,0.6131401
SYN_35501,0.2994992
SYN_35505,0.3275551
SYN_35506,0.21490224
SYN_35515,0.32310706
SYN_35523,0.2027504
SYN_35533,0.40456358
SYN_35539,0.46565267
SYN_35567,0.22465238
SYN_35585,0.3501856
SYN_35590,0.32094672
SYN_35592,0.33595788
SYN_35593,0.48375502
SYN_35616,0.23539431
SYN_35637,0.071729966
SYN_35640,0.18006088
SYN_35641,0.32236132
SYN_35643,0.2644456
SYN_35646,0.34984007
SYN_35654,0.30958214
SYN_35655,0.43136153
SYN_35670,0.3430374
SYN_35672,0.20039955
SYN_35676,0.10317565
SYN_35683,0.6456852
SYN_35693,0.06449615
SYN_35708,0.40102732
SYN_35712,0.4576895
SYN_35721,0.72205496
SYN_35723,0.14047074
SYN_35726,0.22662395
SYN_35734,0.5808094
SYN_35755,0.72576517
SYN_35759,0.20719269
SYN_35760,0.4937116
SYN_35762,0.24166404
SYN_35766,0.4264885
SYN_35777,0.4873932
SYN_35782,0.28991872
SYN_35785,0.4697173
SYN_35790,0.55755055
SYN_35820,0.63422513
SYN_35849,0.20013545
SYN_35857,0.7269933
SYN_35860,0.13567165
SYN_35861,0.44037217
SYN_35867,0.34743008
SYN_35889,0.42339376
SYN_35903,0.23016968
SYN_35905,0.13192178
SYN_35932,0.4756108
SYN_35933,0.629295
SYN_35937,0.39773792
SYN_35954,0.4114073
SYN_35955,0.8565623
SYN_35973,0.2919178
SYN_35998,0.53198975
SYN_36010,0.090126455
SYN_36019,0.30469227
SYN_36025,0.6793374
SYN_36064,0.4014626
SYN_36070,0.2285451
SYN_36078,0.53338873
SYN_36084,0.34947777
SYN_36094,0.71728384
SYN_36099,0.45482117
SYN_36103,0.11948587
SYN_36110,0.26979083
SYN_36121,0.4627925
SYN_36122,0.26761252
SYN_36123,0.2247209
SYN_36140,0.15524022
SYN_36182,0.3359246
SYN_36189,0.2958281
SYN_36197,0.22549129
SYN_36199,0.50498116
SYN_36201,0.48863432
SYN_36209,0.18021894
SYN_36213,0.36304903
SYN_36230,0.3708465
SYN_36236,0.75841445
SYN_36252,0.25580853
SYN_36263,0.56903183
SYN_36265,0.122726046
SYN_36288,0.33308914
SYN_36299,0.39031994
SYN_36301,0.29885188
SYN_36302,0.08087754
SYN_36305,0.2061834
SYN_36337,0.37215713
SYN_36338,0.22243407
SYN_36345,0.5342947
SYN_36350,0.32423347
SYN_36357,0.46886826
SYN_36362,0.21792509
SYN_36365,0.700876
SYN_36373,0.44507647
SYN_36396,0.20335826
SYN_36399,0.660962
SYN_36409,0.55737233
SYN_36413,0.36829376
SYN_36415,0.32992318
SYN_36417,0.229515
SYN_36422,0.3761634
SYN_36423,0.28216687
SYN_36427,0.4762436
SYN_36434,0.2778166
SYN_36445,0.25376785
SYN_36454,0.28067076
SYN_36464,0.19044535
SYN_36467,0.067829095
SYN_36469,0.11562374
SYN_36476,0.26889467
SYN_36478,0.3866415
SYN_36482,0.6190724
SYN_36487,0.59799224
SYN_36490,0.30173075
SYN_36499,0.069989406
SYN_36505,0.19800878
SYN_36515,0.26096964
SYN_36517,0.17838281
SYN_36525,0.78807265
SYN_36526,0.38768443
SYN_36529,0.51081985
SYN_36535,0.5213951
SYN_36542,0.4042971
SYN_36560,0.3008675
SYN_36561,0.57918674
SYN_36563,0.3973876
SYN_36566,0.2143947
SYN_36568,0.094119854
SYN_36574,0.29762253
SYN_36580,0.09018959
SYN_36586,0.36323893
SYN_36603,0.50064373
SYN_36610,0.35316128
SYN_36611,0.23742439
SYN_36614,0.33617473
SYN_36624,0.4383264
SYN_36632,0.5990557
SYN_36637,0.3204567
SYN_36638,0.49760044
SYN_36640,0.66101843
SYN_36657,0.34463203
SYN_36658,0.2914264
SYN_36670,0.3647451
SYN_36674,0.22479776
SYN_36675,0.25055563
SYN_36676,0.38459912
SYN_36680,0.5890163
SYN_36702,0.46270895
SYN_36710,0.50013965
SYN_36712,0.29368553
SYN_36718,0.5704927
SYN_36733,0.14215712
SYN_36737,0.22045119
SYN_36740,0.2781377
SYN_36747,0.2530972
SYN_36753,0.37771723
SYN_36754,0.21137172
SYN_36766,0.54764324
SYN_36777,0.55105656
SYN_36792,0.28027365
SYN_36816,0.19924918
SYN_36825,0.21020772
SYN_36834,0.25656027
SYN_36841,0.42949307
SYN_36846,0.21231449
SYN_36847,0.5073827
SYN_36853,0.07392896
SYN_36860,0.16507274
SYN_36869,0.15203936
SYN_36882,0.10443696
SYN_36891,0.5301681
SYN_36905,0.3254164
SYN_36906,0.6489767
SYN_36913,0.442258
SYN_36930,0.40641457
SYN_36932,0.20954251
SYN_36936,0.29355127
SYN_36941,0.096298486
SYN_36952,0.30301222
SYN_36954,0.40037385
SYN_36972,0.38767517
SYN_36988,0.18756972
SYN_36995,0.5025107
SYN_36997,0.30843848
SYN_37000,0.35263664
SYN_37001,0.2860888
SYN_37020,0.43220434
SYN_37030,0.39286932
SYN_37060,0.37818712
SYN_37062,0.3033531
SYN_37068,0.37131488
SYN_37070,0.85780543
SYN_37078,0.31301653
SYN_37086,0.0777693
SYN_37102,0.28482264
SYN_37121,0.14344904
SYN_37125,0.52153134
SYN_37131,0.47769353
SYN_37150,0.6295872
SYN_37156,0.24223647
SYN_37160,0.54476637
SYN_37171,0.23161899
SYN_37175,0.4336871
SYN_37176,0.515274
SYN_37178,0.299362
SYN_37180,0.33066437
SYN_37184,0.25835285
SYN_37204,0.363978
SYN_37212,0.34862003
SYN_37214,0.79952854
SYN_37217,0.10667578
SYN_37229,0.34945062
SYN_37232,0.23438261
SYN_37236,0.53297347
SYN_37267,0.19494869
SYN_37268,0.20690648
SYN_37284,0.42168525
SYN_37287,0.30135056
SYN_37307,0.27137563
SYN_37308,0.5520431
SYN_37317,0.41418353
SYN_37320,0.4499515
SYN_37324,0.5519026
SYN_37338,0.43373963
SYN_37347,0.21899368
SYN_37348,0.6242514
SYN_37358,0.4448921
SYN_37360,0.2931083
SYN_37362,0.18928313
SYN_37363,0.5822962
SYN_37374,0.54146796
SYN_37377,0.24961561
SYN_37381,0.30212936
SYN_37385,0.6050601
SYN_37387,0.4232997
SYN_37390,0.40769023
SYN_37395,0.6105507
SYN_37396,0.26709527
SYN_37397,0.48544714
SYN_37410,0.44236517
SYN_37412,0.44690114
SYN_37415,0.47856316
SYN_37429,0.35913643
SYN_37456,0.4696616
SYN_37460,0.27727348
SYN_37467,0.38261586
SYN_37475,0.69843453
SYN_37511,0.4168681
SYN_37515,0.5135801
SYN_37526,0.65227383
SYN_37534,0.19575514
SYN_37543,0.27541062
SYN_37551,0.39264825
SYN_37557,0.32064337
SYN_37580,0.22802703
SYN_37609,0.17148738
SYN_37627,0.36335725
SYN_37628,0.10060804
SYN_37645,0.5110071
SYN_37659,0.48116574
SYN_37676,0.41673785
SYN_37685,0.46291742
SYN_37692,0.44147706
SYN_37695,0.21495908
SYN_37708,0.43125534
SYN_37712,0.29165962
SYN_37713,0.6664377
SYN_37714,0.40281236
SYN_37716,0.3779955
SYN_37719,0.24332492
SYN_37724,0.5641013
SYN_37749,0.41802534
SYN_37755,0.12571107
SYN_37758,0.42149174
SYN_37759,0.06313425
SYN_37769,0.28551385
SYN_37773,0.5423373
SYN_37789,0.32383355
SYN_37797,0.3202831
SYN_37803,0.12681903
SYN_37809,0.44593263
SYN_37816,0.46866223
SYN_37820,0.15896885
SYN_37821,0.04484531
SYN_37826,0.2691284
SYN_37834,0.31549624
SYN_37846,0.25896344
SYN_37854,0.1953231
SYN_37855,0.56572306
SYN_37868,0.21021245
SYN_37871,0.5482926
SYN_37896,0.42678303
SYN_37916,0.3448614
SYN_37923,0.37226474
SYN_37931,0.20506394
SYN_37937,0.14239761
SYN_37940,0.31525856
SYN_37944,0.52947813
SYN_37948,0.4134453
SYN_37950,0.24456595
SYN_37953,0.30964974
SYN_37967,0.16855589
SYN_37971,0.48832268
SYN_37994,0.15918817
SYN_38005,0.45449337
SYN_38012,0.33929616
SYN_38015,0.44363505
SYN_38026,0.2787325
SYN_38027,0.28033024
SYN_38036,0.22791962
SYN_38041,0.11853023
SYN_38047,0.44463214
SYN_38053,0.11648594
SYN_38055,0.24740562
SYN_38056,0.25090832
SYN_38080,0.18921198
SYN_38086,0.3954907
SYN_38124,0.5858171
SYN_38132,0.4625576
SYN_38140,0.45776013
SYN_38151,0.33962178
SYN_38153,0.2840726
SYN_38160,0.4967445
SYN_38161,0.16338034
SYN_38181,0.46154734
SYN_38185,0.346608
SYN_38216,0.4332744
SYN_38220,0.31320542
SYN_38221,0.32668555
SYN_38267,0.40941775
SYN_38270,0.4502241
SYN_38273,0.5638408
SYN_38291,0.5665131
SYN_38300,0.3903075
SYN_38309,0.3976748
SYN_38314,0.4289927
SYN_38329,0.61145353
SYN_38340,0.21629919
SYN_38345,0.26873308
SYN_38354,0.4440214
SYN_38366,0.15354142
SYN_38378,0.33334965
SYN_38390,0.33773842
SYN_38410,0.26294428
SYN_38417,0.2899262
SYN_38419,0.43426552
SYN_38428,0.28937954
SYN_38431,0.24518986
SYN_38444,0.18973264
SYN_38458,0.29431418
SYN_38459,0.22447884
SYN_38462,0.12856509
SYN_38468,0.37917212
SYN_38469,0.18268846
SYN_38476,0.21235481
SYN_38493,0.38654044
SYN_38498,0.20366737
SYN_38523,0.39213556
SYN_38531,0.2070135
SYN_38537,0.27943304
SYN_38545,0.31901032
SYN_38547,0.2286409
SYN_38572,0.23702444
SYN_38597,0.224467
SYN_38603,0.26492867
SYN_38604,0.32320863
SYN_38612,0.24595168
SYN_38615,0.1609415
SYN_38620,0.18220961
SYN_38626,0.25653496
SYN_38650,0.36638215
SYN_38654,0.38932174
SYN_38655,0.48081234
SYN_38660,0.10352864
SYN_38682,0.29754266
SYN_38691,0.17351086
SYN_38698,0.15814547
SYN_38701,0.20632958
SYN_38705,0.227211
SYN_38714,0.39116207
SYN_38723,0.23630697
SYN_38729,0.5336985
SYN_38732,0.509068
SYN_38754,0.26263106
SYN_38755,0.21658264
SYN_38756,0.5455065
SYN_38764,0.26901528
SYN_38798,0.348781
SYN_38800,0.19294055
SYN_38801,0.21015395
SYN_38819,0.29702076
SYN_38826,0.17713448
SYN_38829,0.28332433
SYN_38835,0.4062085
SYN_38844,0.17483808
SYN_38859,0.1826455
SYN_38861,0.35229045
SYN_38866,0.37183937
SYN_38879,0.31641722
SYN_38890,0.48447537
SYN_38893,0.14810158
SYN_38901,0.18421715
SYN_38916,0.22510979
SYN_38918,0.4501362
SYN_38919,0.44746697
SYN_38933,0.5261748
SYN_38934,0.2603274
SYN_38937,0.07004643
SYN_38941,0.30884543
SYN_38964,0.21265809
SYN_38974,0.54192525
SYN_38978,0.4038834
SYN_38989,0.76809794
SYN_38999,0.20624496
SYN_39004,0.21037966
SYN_39014,0.25902793
SYN_39017,0.13172142
SYN_39022,0.21438873
SYN_39024,0.45146227
SYN_39029,0.2579505
SYN_39046,0.30841967
SYN_39063,0.4065158
SYN_39089,0.34498855
SYN_39097,0.15938765
SYN_39098,0.2753596
SYN_39115,0.5079565
SYN_39119,0.67360264
SYN_39135,0.14925832
SYN_39146,0.34824806
SYN_39151,0.24549475
SYN_39156,0.3335623
SYN_39159,0.6383902
SYN_39181,0.29514754
SYN_39185,0.52481055
SYN_39196,0.26987916
SYN_39200,0.44737667
SYN_39213,0.21063395
SYN_39215,0.5955419
SYN_39221,0.45009878
SYN_39245,0.47374842
SYN_39248,0.42461333
SYN_39255,0.2375298
SYN_39257,0.47506356
SYN_39265,0.36992177
SYN_39266,0.33144575
SYN_39267,0.15234978
SYN_39289,0.42695558
SYN_39302,0.39599046
SYN_39303,0.13482356
SYN_39304,0.2740542
SYN_39306,0.3081813
SYN_39308,0.17778166
SYN_39318,0.23422115
SYN_39326,0.22447477
SYN_39329,0.30471653
SYN_39343,0.15731369
SYN_39346,0.2264115
SYN_39352,0.11890979
SYN_39357,0.6655537
SYN_39370,0.34393248
SYN_39380,0.3980593
SYN_39384,0.3318
SYN_39389,0.3853749
SYN_39400,0.42030597
SYN_39404,0.53736836
SYN_39413,0.5462027
SYN_39414,0.5047066
SYN_39417,0.34495866
SYN_39427,0.2147893
SYN_39432,0.52786124
SYN_39434,0.5412346
SYN_39441,0.66876775
SYN_39442,0.32200602
SYN_39445,0.15891755
SYN_39453,0.1355
SYN_39458,0.7146191
SYN_39471,0.18163112
SYN_39479,0.43399286
SYN_39482,0.39782003
SYN_39487,0.34017888
SYN_39490,0.337225
SYN_39495,0.22627026
SYN_39504,0.44819537
SYN_39510,0.28656495
SYN_39514,0.2874108
SYN_39539,0.3524634
SYN_39549,0.31333464
SYN_39556,0.07339636
SYN_39581,0.90403736
SYN_39585,0.56612754
SYN_39591,0.6129868
SYN_39604,0.5082194
SYN_39609,0.24955447
SYN_39612,0.1808276
SYN_39624,0.5178312
SYN_39626,0.54072803
SYN_39636,0.54022634
SYN_39637,0.4781446
SYN_39645,0.6211028
SYN_39649,0.7840152
SYN_39654,0.5811234
SYN_39655,0.20684694
SYN_39660,0.16684474
SYN_39678,0.22130415
SYN_39687,0.12236394
SYN_39690,0.23067532
SYN_39702,0.23258908
SYN_39710,0.3543658
SYN_39724,0.49882498
SYN_39743,0.071205914
SYN_39752,0.17668594
SYN_39754,0.6196099
SYN_39778,0.3346558
SYN_39783,0.0551971
SYN_39793,0.44452387
SYN_39795,0.35135445
SYN_39798,0.49684173
SYN_39808,0.4232748
SYN_39816,0.46908197
SYN_39817,0.48690835
SYN_39819,0.064931795
SYN_39823,0.18070933
SYN_39827,0.22235326
SYN_39830,0.20285103
SYN_39832,0.63260156
SYN_39837,0.2921644
SYN_39840,0.23622891
SYN_39848,0.25917232
SYN_39850,0.70913535
SYN_39851,0.4455551
SYN_39855,0.5258331
SYN_39867,0.2845114
SYN_39871,0.43892398
SYN_39880,0.44743824
SYN_39886,0.5827117
SYN_39898,0.5383374
SYN_39913,0.4537962
SYN_39919,0.5095627
SYN_39923,0.75310695
SYN_39925,0.16924912
SYN_39941,0.42760977
SYN_39943,0.24253275
SYN_39947,0.32893714
SYN_39954,0.3077556
SYN_39956,0.37638423
