CUST_ID,score_thin_filers,grade
SYN_56582,0.068690546,2
SYN_56586,0.3697773,5
SYN_56591,0.2825999,4
SYN_56593,0.16343936,3
SYN_56604,0.563342,6
SYN_56614,0.13162182,3
SYN_56620,0.07957809,2
SYN_56637,0.24427083,4
SYN_56649,0.08893495,2
SYN_56650,0.028990213,1
SYN_56652,0.39233246,5
SYN_56656,0.14657435,3
SYN_56680,0.25278825,4
SYN_56685,0.17201388,3
SYN_56688,0.25889593,4
SYN_56691,0.5447921,6
SYN_56701,0.06004066,2
SYN_56705,0.21672851,3
SYN_56709,0.01794118,1
SYN_56720,0.5146757,6
SYN_56729,0.653331,7
SYN_56734,0.38814512,5
SYN_56736,0.0856688,2
SYN_56743,0.24296375,4
SYN_56752,0.102469854,2
SYN_56754,0.24568477,4
SYN_56756,0.18314508,3
SYN_56763,0.15682758,3
SYN_56764,0.37929526,5
SYN_56765,0.5882106,6
SYN_56779,0.04118337,2
SYN_56782,0.06396,2
SYN_56788,0.030775199,1
SYN_56790,0.37107444,5
SYN_56821,0.418336,5
SYN_56823,0.28484243,4
SYN_56824,0.23761675,4
SYN_56825,0.081331834,2
SYN_56834,0.058444947,2
SYN_56838,0.26834875,4
SYN_56843,0.31032187,4
SYN_56846,0.28322873,4
SYN_56853,0.3433995,4
SYN_56862,0.1484483,3
SYN_56868,0.0018154029,1
SYN_56881,0.016108314,1
SYN_56882,0.16139495,3
SYN_56893,0.057695113,2
SYN_56914,0.36509752,4
SYN_56919,0.4503658,5
SYN_56936,0.38398623,5
SYN_56938,0.33233523,4
SYN_56944,0.619656,7
SYN_56946,0.27043802,4
SYN_56948,0.096472785,2
SYN_56957,0.14088641,3
SYN_56962,0.17265394,3
SYN_56963,0.1597995,3
SYN_56966,0.2354624,4
SYN_56978,0.011514481,1
SYN_56979,0.32846618,4
SYN_56980,0.20746946,3
SYN_56991,0.023464547,1
SYN_56993,0.0713128,2
SYN_56999,0.17603979,3
SYN_57008,0.27581507,4
SYN_57011,0.08991536,2
SYN_57018,0.7514435,8
SYN_57028,0.17841405,3
SYN_57038,0.51036024,6
SYN_57039,0.040517747,2
SYN_57041,0.15226859,3
SYN_57045,0.101327635,2
SYN_57053,0.028933495,1
SYN_57058,0.12595199,3
SYN_57065,0.14496756,3
SYN_57073,0.11354344,2
SYN_57074,0.1370188,3
SYN_57077,0.4582542,5
SYN_57097,0.11918638,3
SYN_57118,0.2552256,4
SYN_57123,0.14707144,3
SYN_57129,0.018718606,1
SYN_57139,0.26786435,4
SYN_57144,0.017916784,1
SYN_57149,0.17161065,3
SYN_57155,0.21060175,3
SYN_57193,0.18568887,3
SYN_57210,0.19481714,3
SYN_57225,0.17867512,3
SYN_57231,0.1633117,3
SYN_57233,0.26065496,4
SYN_57242,0.13514495,3
SYN_57243,0.13611886,3
SYN_57255,0.2112816,3
SYN_57262,0.24482319,4
SYN_57271,0.125816,3
SYN_57289,0.5997226,7
SYN_57295,0.7105322,7
SYN_57297,0.056325283,2
SYN_57320,0.04564891,2
SYN_57321,0.16671021,3
SYN_57328,0.17273958,3
SYN_57330,0.07488153,2
SYN_57345,0.04634672,2
SYN_57353,0.20692016,3
SYN_57356,0.029719278,1
SYN_57362,0.5141807,6
SYN_57367,0.4221102,5
SYN_57372,0.36181867,4
SYN_57379,0.74409056,7
SYN_57390,0.1014361,2
SYN_57396,0.29697582,4
SYN_57399,0.057855584,2
SYN_57422,0.26060843,4
SYN_57427,0.61035544,7
SYN_57435,0.37327328,5
SYN_57452,0.10697114,2
SYN_57463,0.11438256,3
SYN_57479,0.12936917,3
SYN_57481,0.29447845,4
SYN_57482,0.30727476,4
SYN_57484,0.024780143,1
SYN_57491,0.152053,3
SYN_57504,0.5150791,6
SYN_57505,0.41795152,5
SYN_57506,0.11201619,2
SYN_57525,0.024104811,1
SYN_57533,0.640834,7
SYN_57544,0.1843699,3
SYN_57569,0.011214165,1
SYN_57581,0.18049577,3
SYN_57583,0.043857303,2
SYN_57587,0.44608077,5
SYN_57592,0.38564277,5
SYN_57593,0.13914542,3
SYN_57596,0.36903167,5
SYN_57601,0.006633391,1
SYN_57605,0.62555623,7
SYN_57607,0.07390434,2
SYN_57613,0.25677213,4
SYN_57619,0.18941502,3
SYN_57632,0.40521365,5
SYN_57639,0.7340308,7
SYN_57652,0.41040727,5
SYN_57655,0.6420674,7
SYN_57670,0.42059377,5
SYN_57671,0.103921056,2
SYN_57672,0.019295562,1
SYN_57680,0.22441247,3
SYN_57681,0.32019177,4
SYN_57683,0.09273978,2
SYN_57689,0.20557266,3
SYN_57698,0.10590644,2
SYN_57704,0.3365105,4
SYN_57724,0.15925348,3
SYN_57744,0.22395536,3
SYN_57745,0.22981939,3
SYN_57746,0.23957458,4
SYN_57750,0.3077053,4
SYN_57753,0.11631051,3
SYN_57760,0.41951302,5
SYN_57767,0.053540085,2
SYN_57770,0.23834518,4
SYN_57771,0.09476449,2
SYN_57773,0.0063454458,1
SYN_57798,0.23254508,3
SYN_57813,0.46988073,5
SYN_57818,0.28600168,4
SYN_57820,0.25202298,4
SYN_57828,0.5978876,7
SYN_57832,0.06419624,2
SYN_57834,0.10120274,2
SYN_57849,0.24279469,4
SYN_57851,0.21501012,3
SYN_57852,0.16376884,3
SYN_57853,0.43410394,5
SYN_57857,0.09548526,2
SYN_57865,0.1562059,3
SYN_57867,0.3479464,4
SYN_57876,0.67060894,7
SYN_57880,0.19095074,3
SYN_57881,0.05641689,2
SYN_57883,0.489926,5
SYN_57886,0.3698221,5
SYN_57899,0.067320816,2
SYN_57903,0.35309702,4
SYN_57905,0.05453532,2
SYN_57915,0.30153513,4
SYN_57922,0.5377952,6
SYN_57924,0.17903735,3
SYN_57927,0.2458322,4
SYN_57936,0.20059387,3
SYN_57938,0.18097727,3
SYN_57943,0.14606877,3
SYN_57956,0.10603207,2
SYN_57964,0.0025193118,1
SYN_57966,0.32212135,4
SYN_57968,0.4626391,5
SYN_57978,0.3307275,4
SYN_57979,0.5592121,6
SYN_57987,0.049335744,2
SYN_57993,0.26601714,4
SYN_57994,0.24872339,4
SYN_58004,0.43145764,5
SYN_58009,0.5932113,7
SYN_58013,0.2935861,4
SYN_58041,0.14114831,3
SYN_58042,0.23568034,4
SYN_58043,0.26882243,4
SYN_58047,0.23896594,4
SYN_58055,0.036800336,2
SYN_58064,0.14153628,3
SYN_58074,0.40429074,5
SYN_58079,0.17178021,3
SYN_58081,0.106011204,2
SYN_58082,0.016494919,1
SYN_58088,0.60517675,7
SYN_58092,0.09660502,2
SYN_58100,0.0819086,2
SYN_58115,0.10278342,2
SYN_58129,0.32935444,4
SYN_58165,0.30077583,4
SYN_58167,0.20683114,3
SYN_58172,0.21382949,3
SYN_58183,0.23465562,4
SYN_58184,0.08300238,2
SYN_58194,0.35863012,4
SYN_58198,0.29846787,4
SYN_58202,0.0878759,2
SYN_58212,0.2586161,4
SYN_58228,0.10241612,2
SYN_58233,0.07041546,2
SYN_58236,0.20954639,3
SYN_58239,0.28278333,4
SYN_58244,0.5162603,6
SYN_58258,0.23188436,3
SYN_58265,0.08530154,2
SYN_58277,0.7004289,7
SYN_58285,0.5001748,6
SYN_58290,0.14508921,3
SYN_58291,0.3144671,4
SYN_58299,0.16095854,3
SYN_58304,0.36291593,4
SYN_58319,0.07749928,2
SYN_58327,0.21389261,3
SYN_58331,0.06516081,2
SYN_58342,0.3095961,4
SYN_58353,0.5555305,6
SYN_58354,0.30162898,4
SYN_58361,0.22320457,3
SYN_58364,0.02155485,1
SYN_58377,0.10630415,2
SYN_58380,0.26708114,4
SYN_58385,0.07307176,2
SYN_58394,0.120228656,3
SYN_58398,0.2482706,4
SYN_58399,0.098181956,2
SYN_58400,0.16713043,3
SYN_58419,0.06591899,2
SYN_58421,0.029251948,1
SYN_58429,0.18548836,3
SYN_58435,0.010064429,1
SYN_58444,0.26369047,4
SYN_58454,0.4508638,5
SYN_58456,0.14264892,3
SYN_58482,0.1228793,3
SYN_58500,0.5501114,6
SYN_58502,0.025924435,1
SYN_58506,0.15812148,3
SYN_58514,0.1530306,3
SYN_58518,0.1902393,3
SYN_58531,0.25467995,4
SYN_58536,0.18225485,3
SYN_58538,0.47870058,5
SYN_58542,0.055140126,2
SYN_58547,0.6806718,7
SYN_58561,0.6586366,7
SYN_58563,0.22869356,3
SYN_58579,0.11376331,2
SYN_58582,0.2839093,4
SYN_58586,0.29640967,4
SYN_58606,0.31329882,4
SYN_58624,0.24798211,4
SYN_58636,0.26589796,4
SYN_58664,0.2178856,3
SYN_58674,0.295567,4
SYN_58692,0.24473,4
SYN_58694,0.11550608,3
SYN_58695,0.027578281,1
SYN_58709,0.23463829,4
SYN_58711,0.3191511,4
SYN_58720,0.2902521,4
SYN_58724,0.088802114,2
SYN_58736,0.10014988,2
SYN_58744,0.18975574,3
SYN_58750,0.31069934,4
SYN_58752,0.5724386,6
SYN_58757,0.1463533,3
SYN_58768,0.21451682,3
SYN_58769,0.81772137,8
SYN_58775,0.4368466,5
SYN_58778,0.23534392,4
SYN_58780,0.9084969,9
SYN_58794,0.015382665,1
SYN_58801,0.1676326,3
SYN_58804,0.23186432,3
SYN_58806,0.01048352,1
SYN_58809,0.059460316,2
SYN_58839,0.03121984,1
SYN_58840,0.031982142,2
SYN_58848,0.1696905,3
SYN_58853,0.32250842,4
SYN_58872,0.17513414,3
SYN_58887,0.17885132,3
SYN_58899,0.41520715,5
SYN_58902,0.51847804,6
SYN_58911,0.005159638,1
SYN_58913,0.19290715,3
SYN_58918,0.175766,3
SYN_58920,0.09514567,2
SYN_58924,0.097791545,2
SYN_58930,0.39334464,5
SYN_58936,0.20921962,3
SYN_58940,0.44229326,5
SYN_58946,0.6339353,7
SYN_58950,0.11671237,3
SYN_58952,0.16829215,3
SYN_58965,0.016768727,1
SYN_58983,0.4036541,5
SYN_59010,0.33475402,4
SYN_59026,0.501849,6
SYN_59040,0.32113865,4
SYN_59043,0.2475649,4
SYN_59046,0.09717587,2
SYN_59048,0.04792511,2
SYN_59058,0.65739596,7
SYN_59068,0.034165997,2
SYN_59076,0.25956357,4
SYN_59077,0.0045031933,1
SYN_59080,0.33928362,4
SYN_59093,0.41784745,5
SYN_59102,0.29372534,4
SYN_59110,0.014730551,1
SYN_59112,0.4283636,5
SYN_59121,0.34479457,4
SYN_59134,0.3936484,5
SYN_59163,0.20307294,3
SYN_59167,0.03106374,1
SYN_59168,0.13454077,3
SYN_59192,0.20145898,3
SYN_59196,0.20441766,3
SYN_59198,0.02373611,1
SYN_59210,0.19759528,3
SYN_59214,0.34662864,4
SYN_59230,0.3406655,4
SYN_59232,0.37005007,5
SYN_59235,0.17618576,3
SYN_59248,0.5296927,6
SYN_59249,0.056436267,2
SYN_59250,0.61297244,7
SYN_59251,0.35975417,4
SYN_59263,0.85883725,9
SYN_59269,0.10516485,2
SYN_59270,0.47550225,5
SYN_59289,0.37328047,5
SYN_59291,0.5672264,6
SYN_59293,0.26354265,4
SYN_59297,0.48994952,5
SYN_59301,0.14306873,3
SYN_59329,0.03446435,2
SYN_59347,0.21415423,3
SYN_59348,0.13735634,3
SYN_59349,0.12934218,3
SYN_59363,0.16321677,3
SYN_59375,0.28565493,4
SYN_59377,0.10105748,2
SYN_59385,0.6864337,7
SYN_59414,0.35277706,4
SYN_59433,0.056719486,2
SYN_59434,0.3027396,4
SYN_59447,0.18463528,3
SYN_59450,0.43409058,5
SYN_59452,0.19687447,3
SYN_59455,0.19956163,3
SYN_59462,0.75261396,8
SYN_59463,0.27461183,4
SYN_59472,0.24877384,4
SYN_59479,0.21770242,3
SYN_59486,0.07991741,2
SYN_59490,0.0049118153,1
SYN_59517,0.19575888,3
SYN_59523,0.3303614,4
SYN_59531,0.10175227,2
SYN_59533,0.36634043,4
SYN_59537,0.43445048,5
SYN_59538,0.19330691,3
SYN_59542,0.020142123,1
SYN_59561,0.021422733,1
SYN_59581,0.23994751,4
SYN_59582,0.15882544,3
SYN_59584,0.37107798,5
SYN_59603,0.10291675,2
SYN_59609,0.12305576,3
SYN_59610,0.3591602,4
SYN_59615,0.22145426,3
SYN_59619,0.18101414,3
SYN_59629,0.19182011,3
SYN_59639,0.45971635,5
SYN_59662,0.10643872,2
SYN_59663,0.06077045,2
SYN_59669,0.21641403,3
SYN_59705,0.04065083,2
SYN_59715,0.079627834,2
SYN_59719,0.10753296,2
SYN_59722,0.45970476,5
SYN_59726,0.44553605,5
SYN_59737,0.22106937,3
SYN_59741,0.28092837,4
SYN_59758,0.36264056,4
SYN_59760,0.6193322,7
SYN_59767,0.5742395,6
SYN_59774,0.40032622,5
SYN_59776,0.36215913,4
SYN_59778,0.23441835,4
SYN_59792,0.024689104,1
SYN_59798,0.20324019,3
SYN_59801,0.35684752,4
SYN_59807,0.039225608,2
SYN_59814,0.03204059,2
SYN_59817,0.122449875,3
SYN_59818,0.3057194,4
SYN_59825,0.346181,4
SYN_59827,0.019062487,1
SYN_59837,0.04694163,2
SYN_59841,0.3820086,5
SYN_59842,0.3071825,4
SYN_59846,0.23524149,4
SYN_59858,0.061362945,2
SYN_59860,0.029895024,1
SYN_59864,0.27997214,4
SYN_59871,0.22861858,3
SYN_59913,0.10243007,2
SYN_59926,0.22419204,3
SYN_59931,0.64193356,7
SYN_59932,0.05962361,2
SYN_59933,0.64770275,7
SYN_59935,0.439949,5
SYN_59939,0.52787185,6
SYN_59943,0.42878252,5
SYN_59947,0.6628368,7
SYN_59950,0.26628968,4
SYN_59951,0.30291516,4
SYN_59959,0.060432643,2
SYN_59964,0.06697619,2
SYN_59970,0.31271356,4
SYN_59972,0.2328901,3
SYN_59980,0.16260774,3
SYN_59991,0.4863331,5
SYN_60000,0.27235824,4
SYN_60003,0.010096895,1
SYN_60020,0.16390772,3
SYN_60021,0.19542041,3
SYN_60023,0.2798881,4
SYN_60029,0.6239934,7
SYN_60030,0.10551578,2
SYN_60044,0.7457877,8
SYN_60045,0.5744508,6
SYN_60048,0.5668418,6
SYN_60050,0.20021477,3
SYN_60061,0.067733645,2
SYN_60067,0.24124092,4
SYN_60073,0.14976417,3
SYN_60075,0.017300963,1
SYN_60077,0.06485754,2
SYN_60079,0.27822182,4
SYN_60083,0.27911675,4
SYN_60089,0.13731816,3
SYN_60091,0.35066572,4
SYN_60094,0.19138236,3
SYN_60099,0.19980398,3
SYN_60112,0.3130225,4
SYN_60119,0.15266442,3
SYN_60122,0.37450227,5
SYN_60135,0.23165824,3
SYN_60138,0.10939968,2
SYN_60140,0.24658087,4
SYN_60163,0.20391536,3
SYN_60180,0.010302153,1
SYN_60182,0.10517512,2
SYN_60183,0.0943655,2
SYN_60198,0.62267494,7
SYN_60202,0.34452814,4
SYN_60203,0.1403004,3
SYN_60214,0.42926767,5
SYN_60215,0.10836904,2
SYN_60223,0.5433713,6
SYN_60232,0.2149113,3
SYN_60236,0.09297656,2
SYN_60260,0.3038417,4
SYN_60261,0.6626944,7
SYN_60266,0.505285,6
SYN_60272,0.015457173,1
SYN_60273,0.12882558,3
SYN_60277,0.012509446,1
SYN_60279,0.15442777,3
SYN_60282,0.04276483,2
SYN_60288,0.052675888,2
SYN_60290,0.1688536,3
SYN_60293,0.52265674,6
SYN_60295,0.5650999,6
SYN_60304,0.07110946,2
SYN_60320,0.15590963,3
SYN_60321,0.24822609,4
SYN_60324,0.16088422,3
SYN_60342,0.48973396,5
SYN_60347,0.2985797,4
SYN_60357,0.25118935,4
SYN_60379,0.53526634,6
SYN_60380,0.1407435,3
SYN_60384,0.07162989,2
SYN_60393,0.48496968,5
SYN_60407,0.15384898,3
SYN_60409,0.2949599,4
SYN_60413,0.45468602,5
SYN_60414,0.011887473,1
SYN_60415,0.17883807,3
SYN_60417,0.09190591,2
SYN_60420,0.074507244,2
SYN_60421,0.45243245,5
SYN_60423,0.553924,6
SYN_60431,0.45233974,5
SYN_60436,0.18552679,3
SYN_60438,0.3719266,5
SYN_60451,0.02966041,1
SYN_60459,0.31924024,4
SYN_60460,0.10091777,2
SYN_60481,0.049075097,2
SYN_60483,0.37982512,5
SYN_60484,0.049935147,2
SYN_60485,0.27465817,4
SYN_60497,0.49770615,5
SYN_60500,0.029152544,1
SYN_60520,0.3361705,4
SYN_60524,0.4776301,5
SYN_60533,0.040572144,2
SYN_60535,0.39593315,5
SYN_60541,0.07791556,2
SYN_60542,0.27547276,4
SYN_60552,0.02265291,1
SYN_60558,0.22713028,3
SYN_60559,0.02560968,1
SYN_60566,0.47161937,5
SYN_60568,0.0041706287,1
SYN_60571,0.2999288,4
SYN_60575,0.3063827,4
SYN_60576,0.30278417,4
SYN_60587,0.21341544,3
SYN_60596,0.027420301,1
SYN_60598,0.08899611,2
SYN_60603,0.00419567,1
SYN_60610,0.2978758,4
SYN_60626,0.05224102,2
SYN_60629,0.138169,3
SYN_60644,0.20815021,3
SYN_60667,0.5909879,6
SYN_60673,0.46387064,5
SYN_60678,0.27837732,4
SYN_60694,0.34160823,4
SYN_60706,0.40568027,5
SYN_60714,0.45660856,5
SYN_60717,0.392137,5
SYN_60720,0.25786352,4
SYN_60723,0.2770449,4
SYN_60727,0.15948462,3
SYN_60736,0.091736235,2
SYN_60738,0.23418935,4
SYN_60740,0.13930458,3
SYN_60751,0.3034183,4
SYN_60753,0.25230896,4
SYN_60758,0.13485493,3
SYN_60759,0.3562453,4
SYN_60765,0.04805362,2
SYN_60792,0.09985225,2
SYN_60797,0.08591781,2
SYN_60818,0.5939781,7
SYN_60819,0.20055728,3
SYN_60825,0.10422083,2
SYN_60828,0.13326761,3
SYN_60833,0.515853,6
SYN_60846,0.2965957,4
SYN_60847,0.42286396,5
SYN_60855,0.34089443,4
SYN_60866,0.30083653,4
SYN_60878,0.32190537,4
SYN_60880,0.00545929,1
SYN_60887,0.034732316,2
SYN_60893,0.06473103,2
SYN_60896,0.03821719,2
SYN_60899,0.15802588,3
SYN_60902,0.2865908,4
SYN_60912,0.28684488,4
SYN_60916,0.7188568,7
SYN_60919,0.012895362,1
SYN_60923,0.34367728,4
SYN_60928,0.5980668,7
SYN_60933,0.20007001,3
SYN_60943,0.5197346,6
SYN_60948,0.5426315,6
SYN_60955,0.08928054,2
SYN_60959,0.4262284,5
SYN_60960,0.3543248,4
SYN_60967,0.1895429,3
SYN_60985,0.45180464,5
SYN_60992,0.61962277,7
SYN_60994,0.09198291,2
SYN_60999,0.30554512,4
SYN_61000,0.14384691,3
SYN_61007,0.35392305,4
SYN_61008,0.080477074,2
SYN_61022,0.34351122,4
SYN_61027,0.35055304,4
SYN_61035,0.18449315,3
SYN_61039,0.011923406,1
SYN_61041,0.18386054,3
SYN_61048,0.0858366,2
SYN_61049,0.021087425,1
SYN_61056,0.5399925,6
SYN_61057,0.20066825,3
SYN_61065,0.0044139214,1
SYN_61067,0.23797914,4
SYN_61069,0.26566163,4
SYN_61073,0.33256665,4
SYN_61074,0.030709201,1
SYN_61083,0.045508053,2
SYN_61095,0.20615493,3
SYN_61105,0.9488872,9
SYN_61106,0.13434061,3
SYN_61109,0.26747802,4
SYN_61110,0.34356925,4
SYN_61133,0.18076284,3
SYN_61143,0.54356116,6
SYN_61149,0.8440107,8
SYN_61157,0.16646053,3
SYN_61162,0.5597107,6
SYN_61164,0.24736172,4
SYN_61166,0.36098906,4
SYN_61173,0.13701038,3
SYN_61182,0.24672335,4
SYN_61195,0.17034942,3
SYN_61201,0.103742085,2
SYN_61213,0.013518228,1
SYN_61215,0.19693421,3
SYN_61216,0.09911799,2
SYN_61223,0.49921125,6
SYN_61231,0.27714548,4
SYN_61233,0.06628941,2
SYN_61247,0.0046559894,1
SYN_61253,0.3069038,4
SYN_61257,0.36215582,4
SYN_61262,0.26509634,4
SYN_61263,0.73090625,7
SYN_61270,0.06956644,2
SYN_61273,0.11552438,3
SYN_61276,0.23143023,3
SYN_61277,0.20407715,3
SYN_61282,0.36378297,4
SYN_61290,0.11006653,2
SYN_61303,0.22912318,3
SYN_61317,0.13690434,3
SYN_61318,0.17044072,3
SYN_61334,0.22317973,3
SYN_61352,0.303754,4
SYN_61367,0.13012867,3
SYN_61374,0.3736651,5
SYN_61390,0.4534314,5
SYN_61395,0.3628973,4
SYN_61404,0.2438686,4
SYN_61408,0.43160078,5
SYN_61414,0.23676763,4
SYN_61415,0.40647474,5
SYN_61426,0.09728321,2
SYN_61430,0.06825517,2
SYN_61433,0.46650636,5
SYN_61461,0.047103982,2
SYN_61474,0.4268424,5
SYN_61476,0.15248038,3
SYN_61516,0.05830192,2
SYN_61520,0.14982742,3
SYN_61523,0.11171869,2
SYN_61524,0.2991647,4
SYN_61526,0.41489372,5
SYN_61528,0.03841353,2
SYN_61534,0.22631472,3
SYN_61540,0.06341984,2
SYN_61544,0.31675807,4
SYN_61548,0.43403068,5
SYN_61551,0.31400374,4
SYN_61565,0.6554672,7
SYN_61567,0.043064736,2
SYN_61575,0.6337753,7
SYN_61580,0.077524096,2
SYN_61588,0.3364313,4
SYN_61592,0.004144122,1
SYN_61594,0.32047114,4
SYN_61595,0.06083214,2
SYN_61596,0.26732776,4
SYN_61602,0.6083782,7
SYN_61604,0.52243084,6
SYN_61623,0.34542018,4
SYN_61628,0.10244254,2
SYN_61631,0.1537665,3
SYN_61658,0.108112976,2
SYN_61673,0.18060875,3
SYN_61680,0.007118998,1
SYN_61689,0.15548564,3
SYN_61693,0.41058668,5
SYN_61720,0.18356091,3
SYN_61725,0.096685134,2
SYN_61726,0.21578994,3
SYN_61729,0.38301137,5
SYN_61730,0.015061236,1
SYN_61738,0.13445987,3
SYN_61752,0.17619237,3
SYN_61771,0.083750814,2
SYN_61776,0.095321506,2
SYN_61782,0.3338886,4
SYN_61790,0.22840126,3
SYN_61809,0.062134847,2
SYN_61812,0.03364996,2
SYN_61819,0.120893575,3
SYN_61823,0.0060473676,1
SYN_61826,0.05452953,2
SYN_61832,0.080827564,2
SYN_61835,0.62517565,7
SYN_61838,0.3286912,4
SYN_61848,0.059053745,2
SYN_61864,0.102035195,2
SYN_61867,0.21168143,3
SYN_61875,0.29829934,4
SYN_61884,0.015202385,1
SYN_61907,0.3607718,4
SYN_61926,0.25850198,4
SYN_61927,0.28081456,4
SYN_61933,0.022038816,1
SYN_61945,0.15595166,3
SYN_61952,0.284014,4
SYN_61953,0.20506337,3
SYN_61955,0.26074478,4
SYN_61964,0.048437167,2
SYN_61969,0.22286631,3
SYN_61970,0.063468695,2
SYN_61975,0.7438069,7
SYN_61979,0.43319893,5
SYN_61989,0.37726963,5
SYN_61994,0.1045819,2
SYN_61997,0.19151741,3
SYN_62018,0.47643542,5
SYN_62023,0.449643,5
SYN_62024,0.12886812,3
SYN_62028,0.5401801,6
SYN_62029,0.47182867,5
SYN_62041,0.28327632,4
SYN_62043,0.084708296,2
SYN_62044,0.024404958,1
SYN_62054,0.0101874815,1
SYN_62071,0.0360771,2
SYN_62075,0.116189875,3
SYN_62080,0.16581844,3
SYN_62084,0.1690934,3
SYN_62092,0.08366193,2
SYN_62099,0.13728651,3
SYN_62106,0.14031097,3
SYN_62127,0.38805306,5
SYN_62133,0.054048903,2
SYN_62137,0.05086359,2
SYN_62151,0.42257166,5
SYN_62154,0.37902683,5
SYN_62158,0.47360343,5
SYN_62159,0.41543475,5
SYN_62165,0.076040916,2
SYN_62174,0.09890837,2
SYN_62180,0.33251566,4
SYN_62183,0.057638768,2
SYN_62187,0.36954838,5
SYN_62188,0.45121247,5
SYN_62189,0.47645968,5
SYN_62190,0.5255948,6
SYN_62191,0.34664127,4
SYN_62193,0.21049644,3
SYN_62225,0.04538397,2
SYN_62227,0.043060783,2
SYN_62230,0.20107046,3
SYN_62238,0.34075603,4
SYN_62240,0.15650038,3
SYN_62256,0.26114172,4
SYN_62258,0.17534237,3
SYN_62262,0.06015496,2
SYN_62271,0.79694265,8
SYN_62282,0.49690494,5
SYN_62305,0.4775446,5
SYN_62308,0.22862321,3
SYN_62310,0.3187156,4
SYN_62321,0.2656872,4
SYN_62332,0.015831538,1
SYN_62334,0.0038924483,1
SYN_62337,0.024463877,1
SYN_62358,0.3117699,4
SYN_62360,0.08978714,2
SYN_62365,0.088508815,2
SYN_62377,0.52994686,6
SYN_62381,0.045261633,2
SYN_62390,0.16031432,3
SYN_62393,0.44925186,5
SYN_62395,0.08114059,2
SYN_62402,0.42242002,5
SYN_62403,0.20209824,3
SYN_62411,0.2559529,4
SYN_62422,0.11885938,3
SYN_62425,0.2810465,4
SYN_62432,0.501228,6
SYN_62434,0.32467744,4
SYN_62441,0.14118001,3
SYN_62442,0.21812855,3
SYN_62454,0.20974886,3
SYN_62467,0.49681383,5
SYN_62473,0.04168973,2
SYN_62474,0.2767022,4
SYN_62478,0.6698775,7
SYN_62480,0.37874958,5
SYN_62502,0.20922619,3
SYN_62508,0.20164558,3
SYN_62527,0.13870642,3
SYN_62541,0.05278657,2
SYN_62543,0.21647719,3
SYN_62548,0.37468052,5
SYN_62549,0.19393426,3
SYN_62562,0.42396033,5
SYN_62568,0.24783781,4
SYN_62572,0.24046682,4
SYN_62574,0.40105307,5
SYN_62596,0.13593669,3
SYN_62603,0.1113605,2
SYN_62604,0.42747384,5
SYN_62607,0.14024554,3
SYN_62618,0.11678952,3
SYN_62620,0.49621242,5
SYN_62629,0.16854519,3
SYN_62632,0.14316486,3
SYN_62648,0.02446102,1
SYN_62653,0.3735534,5
SYN_62654,0.009043915,1
SYN_62659,0.032466978,2
SYN_62667,0.7240343,7
SYN_62669,0.4950608,5
SYN_62677,0.062414348,2
SYN_62678,0.26009902,4
SYN_62688,0.013179433,1
SYN_62690,0.26349255,4
SYN_62694,0.20584686,3
SYN_62713,0.23303488,3
SYN_62716,0.04840086,2
SYN_62731,0.14238487,3
SYN_62735,0.11018971,2
SYN_62743,0.15832023,3
SYN_62754,0.14792168,3
SYN_62772,0.25804237,4
SYN_62775,0.12502219,3
SYN_62778,0.31301007,4
SYN_62783,0.03459698,2
SYN_62792,0.078373,2
SYN_62793,0.37250084,5
SYN_62800,0.16065466,3
SYN_62808,0.0059613115,1
SYN_62812,0.14672053,3
SYN_62821,0.11236725,2
SYN_62843,0.038673647,2
SYN_62850,0.21139199,3
SYN_62852,0.11755675,3
SYN_62856,0.18082152,3
SYN_62859,0.097972676,2
SYN_62860,0.08737871,2
SYN_62861,0.34597808,4
SYN_62868,0.49234468,5
SYN_62870,0.17887834,3
SYN_62874,0.20625842,3
SYN_62879,0.30814794,4
SYN_62880,0.077648245,2
SYN_62883,0.38129154,5
SYN_62887,0.13692188,3
SYN_62894,0.31809148,4
SYN_62903,0.04690107,2
SYN_62909,0.18259345,3
SYN_62917,0.22331178,3
SYN_62936,0.10185189,2
SYN_62945,0.08065669,2
SYN_62948,0.15114596,3
SYN_62954,0.17015052,3
SYN_62956,0.110524185,2
SYN_62960,0.07789542,2
SYN_62962,0.404028,5
SYN_62997,0.021662563,1
SYN_62998,0.005295607,1
SYN_62999,0.005027455,1
SYN_63015,0.2823142,4
SYN_63017,0.15534382,3
SYN_63045,0.1489236,3
SYN_63048,0.0033972485,1
SYN_63051,0.2898641,4
SYN_63075,0.26966313,4
SYN_63079,0.03386164,2
SYN_63084,0.07317686,2
SYN_63085,0.113998055,2
SYN_63089,0.13036135,3
SYN_63097,0.22850344,3
SYN_63098,0.449445,5
SYN_63106,0.02700325,1
SYN_63108,0.21552618,3
SYN_63113,0.59363544,7
SYN_63114,0.57578623,6
SYN_63122,0.0082841795,1
SYN_63137,0.39819604,5
SYN_63138,0.06252851,2
SYN_63146,0.40319574,5
SYN_63148,0.12328032,3
SYN_63151,0.12113793,3
SYN_63152,0.6556772,7
SYN_63161,0.14903288,3
SYN_63164,0.02397752,1
SYN_63174,0.13585135,3
SYN_63175,0.0978894,2
SYN_63176,0.11711981,3
SYN_63191,0.13541931,3
